Evolving 30 sharks over 10000 generations (max_steps=200, lives=3, mutation_rate=0.2, seed=0)...

  Gen |  Size |  Speed | Caution |  Fitness
 4623 | 8.132 |  7.770 |   0.367 |  49.3667
 4624 | 7.979 |  8.497 |   0.483 |  64.7667
 4625 | 7.852 |  8.333 |   0.473 |  53.1000
 4626 | 8.055 |  8.414 |   0.460 |  57.8333
 4627 | 7.388 |  8.395 |   0.334 |  64.3667
 4628 | 7.622 |  8.361 |   0.454 |  50.8667
 4629 | 7.354 |  8.149 |   0.441 |  40.9667
 4630 | 7.636 |  8.355 |   0.340 |  42.4000
 4631 | 7.657 |  8.359 |   0.356 |  82.5333
 4632 | 7.599 |  8.062 |   0.421 |  43.5667
 4633 | 7.686 |  8.323 |   0.357 |  32.1667
 4634 | 7.582 |  8.106 |   0.437 |  57.8667
 4635 | 6.818 |  8.347 |   0.413 |  57.8667
 4636 | 7.286 |  8.497 |   0.394 |  51.7667
 4637 | 7.229 |  8.126 |   0.484 |  44.8333
 4638 | 7.396 |  8.438 |   0.388 |  34.1333
 4639 | 7.292 |  7.853 |   0.445 |  46.2333
 4640 | 7.651 |  8.421 |   0.427 |  46.7333
 4641 | 7.296 |  8.204 |   0.462 |  53.1333
 4642 | 7.448 |  8.218 |   0.405 |  80.4667
 4643 | 7.527 |  7.619 |   0.520 |  73.7000
 4644 | 7.841 |  8.498 |   0.388 |  76.7000
 4645 | 7.786 |  8.540 |   0.392 |  62.8667
 4646 | 7.458 |  8.297 |   0.412 |  43.4667
 4647 | 7.443 |  8.433 |   0.353 |  62.4000
 4648 | 7.667 |  8.253 |   0.380 |  65.0333
 4649 | 7.724 |  8.527 |   0.407 |  49.5667
 4650 | 7.012 |  7.676 |   0.397 |  67.9667
 4651 | 7.670 |  8.237 |   0.372 |  56.3333
 4652 | 7.615 |  8.299 |   0.303 |  49.4667
 4653 | 7.285 |  8.071 |   0.379 |  46.0667
 4654 | 7.607 |  7.315 |   0.415 |  43.7000
 4655 | 7.497 |  7.655 |   0.372 |  73.4333
 4656 | 7.174 |  7.892 |   0.474 |  50.4000
 4657 | 7.617 |  7.780 |   0.462 |  65.4667
 4658 | 6.901 |  7.848 |   0.413 |  43.6667
 4659 | 7.518 |  7.196 |   0.391 |  52.7333
 4660 | 7.095 |  7.816 |   0.408 |  77.0333
 4661 | 7.175 |  7.596 |   0.422 |  63.8333
 4662 | 7.151 |  7.749 |   0.396 |  41.5000
 4663 | 7.125 |  7.543 |   0.403 |  54.6333
 4664 | 7.091 |  7.672 |   0.379 |  39.4000
 4665 | 6.926 |  7.385 |   0.501 |  43.2667
 4666 | 7.152 |  7.712 |   0.391 |  73.9000
 4667 | 7.043 |  7.299 |   0.463 |  50.3000
 4668 | 7.043 |  7.568 |   0.372 |  55.0000
 4669 | 7.362 |  7.322 |   0.402 |  50.4333
 4670 | 7.028 |  7.572 |   0.470 |  42.1000
 4671 | 7.138 |  7.755 |   0.435 |  70.4667
 4672 | 7.060 |  7.789 |   0.496 |  20.9667
 4673 | 7.183 |  7.313 |   0.427 |  56.4667
 4674 | 7.269 |  7.873 |   0.372 |  37.1333
 4675 | 7.200 |  7.130 |   0.402 |  66.8667
 4676 | 6.827 |  7.274 |   0.415 |  57.2667
 4677 | 7.337 |  6.951 |   0.471 |  39.9000
 4678 | 7.316 |  6.813 |   0.447 |  48.0667
 4679 | 6.941 |  7.439 |   0.400 |  51.8333
 4680 | 7.605 |  6.362 |   0.375 |  69.0333
 4681 | 7.274 |  6.822 |   0.460 |  53.8000
 4682 | 7.012 |  7.101 |   0.439 |  55.6000
 4683 | 7.210 |  7.015 |   0.442 |  67.2667
 4684 | 7.561 |  6.653 |   0.456 |  61.6667
 4685 | 7.561 |  6.653 |   0.456 |  72.2333
 4686 | 7.388 |  6.782 |   0.435 |  55.3333
 4687 | 7.119 |  7.701 |   0.497 |  44.5000
 4688 | 6.883 |  6.774 |   0.406 |  44.2667
 4689 | 7.304 |  7.040 |   0.487 |  46.9333
 4690 | 7.479 |  7.638 |   0.417 |  42.9333
 4691 | 6.993 |  6.749 |   0.402 |  49.4000
 4692 | 7.371 |  7.795 |   0.531 |  46.8667
 4693 | 7.366 |  7.750 |   0.635 |  52.0333
 4694 | 7.281 |  7.264 |   0.349 |  83.8667
 4695 | 7.281 |  7.264 |   0.349 |  79.1000
 4696 | 7.283 |  7.577 |   0.405 |  49.3000
 4697 | 7.311 |  7.553 |   0.405 |  56.8667
 4698 | 7.308 |  7.555 |   0.405 |  71.9667
 4699 | 7.274 |  8.082 |   0.394 |  36.6000
 4700 | 8.097 |  6.934 |   0.436 |  64.6000
 4701 | 7.509 |  7.618 |   0.357 |  60.0333
 4702 | 7.509 |  8.049 |   0.389 |  82.3000
 4703 | 7.272 |  7.401 |   0.369 |  62.0333
 4704 | 7.373 |  7.871 |   0.448 |  73.2333
 4705 | 7.401 |  7.848 |   0.395 |  87.7333
 4706 | 7.506 |  7.209 |   0.349 |  88.9000
 4707 | 7.334 |  7.438 |   0.338 |  55.1000
 4708 | 7.356 |  7.373 |   0.338 |  79.7667
 4709 | 7.412 |  7.214 |   0.340 |  62.4000
 4710 | 7.356 |  7.373 |   0.338 |  61.1000
 4711 | 7.441 |  6.586 |   0.413 |  59.7667
 4712 | 7.474 |  7.212 |   0.345 |  45.3667
 4713 | 7.434 |  6.657 |   0.367 |  95.9000
 4714 | 7.227 |  7.376 |   0.315 |  81.6000
 4715 | 7.197 |  7.001 |   0.318 |  92.1333
 4716 | 7.433 |  7.243 |   0.300 |  63.8000
 4717 | 7.400 |  7.208 |   0.288 |  63.6667
 4718 | 7.396 |  7.196 |   0.277 |  87.1000
 4719 | 7.426 |  7.185 |   0.278 |  39.5667
 4720 | 7.111 |  6.836 |   0.313 |  49.2667
 4721 | 8.343 |  6.278 |   0.302 |  45.0333
 4722 | 6.912 |  6.360 |   0.201 |  60.7333
 4723 | 7.580 |  6.823 |   0.329 |  60.1333
 4724 | 7.533 |  6.958 |   0.311 |  54.0333
 4725 | 7.961 |  6.223 |   0.284 |  26.3667
 4726 | 7.610 |  6.848 |   0.400 |  75.4000
 4727 | 7.745 |  6.457 |   0.392 |  59.5000
 4728 | 9.000 |  6.520 |   0.339 |  63.3000
 4729 | 7.830 |  6.713 |   0.293 |  62.1000
 4730 | 8.409 |  7.240 |   0.346 |  71.7000
 4731 | 8.382 |  7.158 |   0.348 |  45.9667
 4732 | 8.506 |  6.538 |   0.387 |  59.3667
 4733 | 7.785 |  6.635 |   0.349 |  43.1667
 4734 | 8.327 |  6.133 |   0.400 |  57.1333
 4735 | 8.200 |  6.682 |   0.364 |  59.3333
 4736 | 8.041 |  6.552 |   0.359 |  41.9333
 4737 | 8.838 |  6.696 |   0.321 |  69.1333
 4738 | 8.084 |  6.517 |   0.367 |  77.2333
 4739 | 8.040 |  6.590 |   0.272 |  67.1667
 4740 | 7.951 |  6.609 |   0.300 |  58.7333
 4741 | 8.802 |  6.701 |   0.327 |  61.7333
 4742 | 8.694 |  6.636 |   0.346 |  33.8333
 4743 | 8.150 |  5.718 |   0.236 |  51.3333
 4744 | 8.439 |  6.900 |   0.325 |  57.5333
 4745 | 8.037 |  7.059 |   0.302 |  61.4667
 4746 | 8.431 |  6.450 |   0.329 |  46.6667
 4747 | 8.261 |  6.307 |   0.281 |  35.3667
 4748 | 7.978 |  6.846 |   0.360 |  54.4667
 4749 | 8.376 |  7.046 |   0.351 |  50.6333
 4750 | 8.376 |  7.046 |   0.351 |  40.7333
 4751 | 8.626 |  7.008 |   0.343 |  55.2667
 4752 | 8.313 |  6.942 |   0.269 |  60.7667
 4753 | 8.338 |  7.915 |   0.457 |  50.8333
 4754 | 8.531 |  7.061 |   0.389 |  57.1333
 4755 | 8.527 |  7.101 |   0.564 |  63.6667
 4756 | 8.460 |  7.039 |   0.369 |  48.7333
 4757 | 8.902 |  7.331 |   0.406 |  40.6333
 4758 | 8.451 |  7.861 |   0.413 |  32.8000
 4759 | 8.451 |  7.861 |   0.413 |  38.8000
 4760 | 8.281 |  7.635 |   0.336 |  46.5333
 4761 | 9.000 |  7.140 |   0.407 |  37.1333
 4762 | 8.656 |  6.697 |   0.328 |  72.1000
 4763 | 8.917 |  7.332 |   0.434 |  80.5333
 4764 | 8.900 |  7.283 |   0.432 |  65.4000
 4765 | 8.507 |  6.226 |   0.347 |  58.8667
 4766 | 8.849 |  7.009 |   0.433 |  51.6333
 4767 | 8.326 |  6.740 |   0.500 |  48.6667
 4768 | 8.867 |  6.932 |   0.362 |  42.5667
 4769 | 8.686 |  6.858 |   0.402 |  50.4667
 4770 | 8.903 |  7.214 |   0.331 |  70.4000
 4771 | 8.718 |  6.458 |   0.459 |  43.8333
 4772 | 8.551 |  7.171 |   0.364 |  42.4000
 4773 | 8.613 |  7.107 |   0.376 |  90.6000
 4774 | 8.196 |  6.799 |   0.369 |  55.1000
 4775 | 8.682 |  7.008 |   0.287 |  61.9000
 4776 | 7.923 |  6.654 |   0.344 |  21.8333
 4777 | 8.556 |  7.305 |   0.351 |  68.2333
 4778 | 8.816 |  6.834 |   0.361 |  80.5333
 4779 | 8.512 |  6.696 |   0.253 |  75.5333
 4780 | 8.457 |  6.994 |   0.291 |  73.9000
 4781 | 8.070 |  7.119 |   0.347 |  70.4667
 4782 | 8.330 |  7.121 |   0.399 |  48.6333
 4783 | 8.095 |  7.110 |   0.410 |  68.2667
 4784 | 8.095 |  7.110 |   0.410 |  32.3333
 4785 | 8.295 |  7.051 |   0.403 |  78.7333
 4786 | 8.126 |  7.536 |   0.296 |  38.3333
 4787 | 8.269 |  6.919 |   0.389 |  45.2000
 4788 | 8.066 |  7.714 |   0.378 |  47.5667
 4789 | 8.049 |  7.268 |   0.366 |  80.4333
 4790 | 8.670 |  7.666 |   0.348 |  64.7333
 4791 | 8.059 |  7.032 |   0.370 |  50.7000
 4792 | 8.215 |  7.056 |   0.370 |  42.1667
 4793 | 7.992 |  7.205 |   0.364 |  77.2333
 4794 | 8.284 |  8.253 |   0.356 |  97.2000
 4795 | 8.364 |  7.348 |   0.283 |  60.6333
 4796 | 8.215 |  7.232 |   0.352 |  70.8000
 4797 | 7.783 |  7.341 |   0.326 |  58.9000
 4798 | 8.040 |  7.283 |   0.260 |  49.1333
 4799 | 8.102 |  7.257 |   0.350 |  48.7333
 4800 | 7.997 |  7.440 |   0.471 |  32.3667
 4801 | 7.809 |  7.385 |   0.350 |  41.6000
 4802 | 7.801 |  7.426 |   0.446 |  51.7333
 4803 | 7.751 |  7.379 |   0.328 |  55.7000
 4804 | 7.751 |  7.379 |   0.328 |  75.2000
 4805 | 7.788 |  7.427 |   0.335 |  46.0333
 4806 | 7.843 |  7.810 |   0.344 |  52.5000
 4807 | 7.797 |  7.500 |   0.341 |  34.1000
 4808 | 7.797 |  7.500 |   0.341 |  65.6667
 4809 | 7.616 |  7.444 |   0.314 |  60.4667
 4810 | 8.242 |  7.507 |   0.372 |  51.9667
 4811 | 7.878 |  7.480 |   0.314 |  51.3667
 4812 | 8.214 |  7.709 |   0.334 |  60.3333
 4813 | 8.254 |  7.917 |   0.312 |  39.5333
 4814 | 8.128 |  7.448 |   0.347 |  41.7333
 4815 | 7.722 |  7.602 |   0.374 |  64.3667
 4816 | 7.359 |  7.333 |   0.310 |  77.4000
 4817 | 7.764 |  7.671 |   0.319 |  48.7333
 4818 | 7.815 |  7.502 |   0.347 |  61.5333
 4819 | 7.683 |  7.324 |   0.356 |  50.3667
 4820 | 7.704 |  7.361 |   0.406 |  70.1000
 4821 | 7.745 |  6.599 |   0.372 |  69.5667
 4822 | 7.885 |  7.389 |   0.432 |  47.1667
 4823 | 7.586 |  6.831 |   0.359 |  81.2667
 4824 | 7.703 |  7.394 |   0.381 |  63.3000
 4825 | 7.615 |  7.216 |   0.404 |  60.2000
 4826 | 7.672 |  6.914 |   0.340 |  58.9333
 4827 | 7.659 |  7.213 |   0.372 |  62.1000
 4828 | 7.659 |  7.213 |   0.372 |  67.6667
 4829 | 7.674 |  7.252 |   0.394 |  58.7667
 4830 | 7.932 |  7.191 |   0.397 |  59.2000
 4831 | 6.979 |  6.872 |   0.386 |  48.7000
 4832 | 7.671 |  7.820 |   0.409 |  46.0333
 4833 | 7.690 |  7.200 |   0.416 |  58.7667
 4834 | 7.640 |  7.240 |   0.440 |  51.4333
 4835 | 8.457 |  7.285 |   0.441 |  45.3000
 4836 | 7.674 |  8.080 |   0.315 |  65.2000
 4837 | 8.225 |  7.497 |   0.358 |  70.5000
 4838 | 7.291 |  7.264 |   0.474 |  51.6333
 4839 | 7.418 |  7.324 |   0.452 |  62.0000
 4840 | 8.085 |  8.635 |   0.363 |  37.1333
 4841 | 8.398 |  7.846 |   0.371 |  51.9333
 4842 | 7.709 |  7.734 |   0.399 |  46.6000
 4843 | 8.109 |  8.052 |   0.395 |  72.1667
 4844 | 7.929 |  8.456 |   0.318 |  59.3667
 4845 | 8.034 |  8.170 |   0.387 |  42.0000
 4846 | 7.894 |  7.788 |   0.394 |  50.3333
 4847 | 8.082 |  8.131 |   0.370 |  63.8333
 4848 | 8.017 |  8.125 |   0.344 |  43.2667
 4849 | 7.922 |  7.868 |   0.423 |  53.7333
 4850 | 7.926 |  7.808 |   0.405 |  65.9667
 4851 | 8.263 |  7.808 |   0.405 |  47.7000
 4852 | 7.950 |  8.388 |   0.359 |  59.4667
 4853 | 8.222 |  8.272 |   0.377 |  77.4000
 4854 | 8.059 |  7.545 |   0.403 |  44.3000
 4855 | 7.896 |  8.163 |   0.382 |  30.8000
 4856 | 7.939 |  8.968 |   0.351 |  38.7000
 4857 | 7.946 |  9.198 |   0.374 |  59.1000
 4858 | 7.726 |  7.945 |   0.354 |  63.8333
 4859 | 8.051 |  8.400 |   0.384 |  67.1667
 4860 | 7.840 |  8.058 |   0.397 |  59.7333
 4861 | 8.058 |  8.271 |   0.388 |  72.2000
 4862 | 8.058 |  8.271 |   0.388 |  65.4333
 4863 | 8.049 |  8.238 |   0.576 |  65.1000
 4864 | 8.325 |  8.552 |   0.387 |  77.1000
 4865 | 8.052 |  8.250 |   0.428 |  40.3000
 4866 | 7.969 |  8.004 |   0.365 |  60.4000
 4867 | 7.722 |  8.570 |   0.287 |  62.8000
 4868 | 7.804 |  8.211 |   0.359 |  46.3000
 4869 | 6.993 |  8.259 |   0.395 |  56.7333
 4870 | 7.687 |  8.230 |   0.342 |  64.1333
 4871 | 8.227 |  9.228 |   0.346 |  50.4000
 4872 | 7.647 |  8.060 |   0.378 |  60.6000
 4873 | 7.301 |  8.261 |   0.348 |  57.3333
 4874 | 7.200 |  8.124 |   0.369 |  57.0667
 4875 | 7.636 |  8.959 |   0.407 |  51.1667
 4876 | 7.767 |  8.109 |   0.365 |  74.3333
 4877 | 7.776 |  8.290 |   0.383 |  52.0000
 4878 | 7.476 |  9.157 |   0.417 |  62.0333
 4879 | 7.747 |  8.372 |   0.376 |  62.0333
 4880 | 7.754 |  8.901 |   0.372 |  42.8333
 4881 | 7.899 |  7.805 |   0.379 |  51.2000
 4882 | 7.969 |  8.900 |   0.372 |  53.8667
 4883 | 7.625 |  7.869 |   0.356 |  60.2000
 4884 | 7.577 |  8.569 |   0.371 |  67.0333
 4885 | 7.733 |  8.726 |   0.345 |  72.1000
 4886 | 7.733 |  8.726 |   0.345 |  36.8000
 4887 | 7.526 |  8.575 |   0.376 |  67.5333
 4888 | 7.732 |  7.222 |   0.363 |  73.0667
 4889 | 8.061 |  8.456 |   0.297 |  58.3333
 4890 | 7.728 |  8.281 |   0.341 |  88.7333
 4891 | 7.378 |  8.154 |   0.371 |  83.7667
 4892 | 7.400 |  7.868 |   0.313 |  38.7000
 4893 | 7.081 |  7.467 |   0.322 |  67.2333
 4894 | 7.486 |  8.085 |   0.363 |  88.8000
 4895 | 7.451 |  8.090 |   0.362 |  48.3667
 4896 | 7.208 |  7.755 |   0.396 |  31.5667
 4897 | 7.385 |  7.625 |   0.366 |  37.4333
 4898 | 7.473 |  8.131 |   0.325 |  40.1667
 4899 | 7.463 |  7.939 |   0.406 |  47.8333
 4900 | 7.476 |  7.501 |   0.481 |  30.3333
 4901 | 7.752 |  7.375 |   0.286 |  36.6000
 4902 | 7.458 |  7.946 |   0.416 |  49.8667
 4903 | 7.516 |  7.789 |   0.300 |  60.6000
 4904 | 7.312 |  8.172 |   0.376 |  37.1333
 4905 | 7.415 |  7.580 |   0.350 |  51.2000
 4906 | 7.415 |  7.580 |   0.350 |  61.4333
 4907 | 7.401 |  7.620 |   0.400 |  72.0000
 4908 | 7.401 |  7.820 |   0.331 |  41.4000
 4909 | 7.311 |  7.242 |   0.357 |  53.6667
 4910 | 7.799 |  7.277 |   0.334 |  58.7667
 4911 | 7.260 |  7.360 |   0.405 |  78.4000
 4912 | 7.917 |  7.304 |   0.349 |  33.6333
 4913 | 6.923 |  7.095 |   0.414 |  70.8667
 4914 | 6.923 |  7.095 |   0.414 |  92.5000
 4915 | 7.334 |  7.390 |   0.305 |  49.1333
 4916 | 7.422 |  7.494 |   0.325 |  53.8333
 4917 | 7.367 |  7.242 |   0.386 |  56.0333
 4918 | 7.183 |  6.266 |   0.395 |  40.2000
 4919 | 7.240 |  6.688 |   0.376 |  66.5667
 4920 | 7.336 |  7.007 |   0.324 |  44.4333
 4921 | 8.031 |  7.231 |   0.342 |  62.6667
 4922 | 7.850 |  7.177 |   0.338 |  53.7667
 4923 | 7.366 |  7.037 |   0.339 |  37.2667
 4924 | 7.745 |  7.368 |   0.276 |  68.0333
 4925 | 7.263 |  6.834 |   0.446 |  49.4333
 4926 | 7.410 |  6.933 |   0.354 |  60.9667
 4927 | 7.350 |  6.732 |   0.330 |  70.4000
 4928 | 7.532 |  6.902 |   0.325 |  65.3667
 4929 | 7.545 |  6.904 |   0.369 |  57.2333
 4930 | 7.404 |  6.599 |   0.403 |  65.5333
 4931 | 7.413 |  6.115 |   0.398 |  80.5333
 4932 | 7.426 |  6.732 |   0.397 |  73.7000
 4933 | 7.439 |  7.010 |   0.392 |  39.6000
 4934 | 7.447 |  6.562 |   0.386 |  62.3000
 4935 | 7.284 |  6.603 |   0.370 |  48.8000
 4936 | 8.062 |  7.016 |   0.388 |  54.1000
 4937 | 7.681 |  6.651 |   0.381 |  37.0333
 4938 | 7.316 |  6.454 |   0.389 |  61.6000
 4939 | 7.718 |  6.711 |   0.409 |  57.0000
 4940 | 7.446 |  6.541 |   0.370 |  51.6333
 4941 | 7.494 |  6.547 |   0.431 |  41.6000
 4942 | 7.691 |  6.512 |   0.382 |  26.0333
 4943 | 7.515 |  6.366 |   0.370 |  70.5000
 4944 | 7.352 |  6.387 |   0.388 |  67.0667
 4945 | 6.982 |  6.498 |   0.524 |  36.8667
 4946 | 7.359 |  6.236 |   0.361 |  53.6667
 4947 | 7.092 |  6.597 |   0.386 |  50.4667
 4948 | 7.230 |  5.759 |   0.392 |  27.1000
 4949 | 6.987 |  6.371 |   0.451 |  62.1000
 4950 | 7.203 |  7.141 |   0.338 |  58.8333
 4951 | 7.380 |  6.698 |   0.352 |  58.9000
 4952 | 7.287 |  6.877 |   0.348 |  55.3000
 4953 | 7.521 |  6.331 |   0.339 |  55.3000
 4954 | 7.212 |  6.943 |   0.353 |  39.3333
 4955 | 7.109 |  6.739 |   0.403 |  47.2000
 4956 | 6.965 |  6.477 |   0.311 |  68.3000
 4957 | 7.173 |  7.470 |   0.386 |  50.0667
 4958 | 7.031 |  6.996 |   0.322 |  43.7000
 4959 | 7.047 |  7.051 |   0.326 |  39.4667
 4960 | 7.144 |  6.979 |   0.432 |  72.0667
 4961 | 7.361 |  6.919 |   0.370 |  59.6000
 4962 | 7.361 |  6.919 |   0.370 |  40.1000
 4963 | 7.347 |  7.223 |   0.454 |  35.2667
 4964 | 7.347 |  7.223 |   0.454 |  72.1000
 4965 | 7.080 |  6.600 |   0.329 |  55.4667
 4966 | 7.080 |  6.349 |   0.329 |  51.9667
 4967 | 7.147 |  6.768 |   0.277 |  52.7000
 4968 | 7.147 |  6.768 |   0.277 |  78.1000
 4969 | 7.373 |  8.002 |   0.309 |  80.5333
 4970 | 7.282 |  6.700 |   0.358 |  62.7667
 4971 | 7.282 |  7.497 |   0.327 |  70.4667
 4972 | 7.070 |  6.861 |   0.395 |  67.3000
 4973 | 7.257 |  6.666 |   0.333 |  45.9000
 4974 | 7.185 |  7.089 |   0.320 |  78.7333
 4975 | 6.916 |  6.880 |   0.355 |  36.3667
 4976 | 7.259 |  6.591 |   0.369 |  62.6000
 4977 | 6.925 |  6.609 |   0.370 |  62.0000
 4978 | 7.320 |  6.903 |   0.382 |  52.0000
 4979 | 7.171 |  6.850 |   0.243 |  93.8333
 4980 | 7.006 |  6.605 |   0.364 |  33.2333
 4981 | 7.006 |  6.605 |   0.364 |  95.4667
 4982 | 7.157 |  6.423 |   0.368 |  33.6000
 4983 | 7.188 |  6.359 |   0.399 |  43.6333
 4984 | 7.023 |  6.671 |   0.354 |  62.4667
 4985 | 7.042 |  6.614 |   0.476 |  57.1333
 4986 | 7.129 |  6.737 |   0.344 |  49.1000
 4987 | 7.176 |  6.537 |   0.377 |  72.9000
 4988 | 7.105 |  6.300 |   0.362 |  41.7667
 4989 | 7.443 |  5.786 |   0.361 |  63.5333
 4990 | 7.334 |  6.472 |   0.441 |  51.9333
 4991 | 7.213 |  6.278 |   0.402 |  63.7333
 4992 | 7.364 |  6.341 |   0.369 |  37.1333
 4993 | 7.384 |  6.135 |   0.389 |  43.7000
 4994 | 7.168 |  6.213 |   0.419 |  68.4000
 4995 | 7.481 |  6.830 |   0.369 |  41.1667
 4996 | 7.632 |  6.377 |   0.375 |  53.8333
 4997 | 7.458 |  7.050 |   0.418 |  42.6000
 4998 | 7.544 |  6.682 |   0.434 |  37.1333
 4999 | 7.578 |  6.741 |   0.436 |  55.4333
 5000 | 8.148 |  7.070 |   0.447 |  63.8333
 5001 | 7.479 |  6.965 |   0.418 |  63.7000
 5002 | 7.543 |  6.767 |   0.491 |  43.7667
 5003 | 7.403 |  6.689 |   0.417 |  33.4333
 5004 | 7.994 |  6.815 |   0.420 |  28.3000
 5005 | 7.590 |  6.779 |   0.414 |  33.3333
 5006 | 7.323 |  7.411 |   0.400 |  70.4000
 5007 | 7.783 |  6.672 |   0.555 |  42.0000
 5008 | 7.813 |  6.327 |   0.519 |  47.0000
 5009 | 7.740 |  6.646 |   0.548 |  66.8667
 5010 | 7.731 |  6.128 |   0.541 |  33.6333
 5011 | 7.525 |  6.567 |   0.497 |  30.3667
 5012 | 7.499 |  7.082 |   0.404 |  50.2000
 5013 | 7.499 |  7.082 |   0.404 |  35.6000
 5014 | 7.682 |  6.982 |   0.422 |  26.8333
 5015 | 7.506 |  7.014 |   0.484 |  32.0333
 5016 | 6.762 |  7.466 |   0.422 |  50.4667
 5017 | 7.696 |  7.237 |   0.371 |  38.0667
 5018 | 7.628 |  7.183 |   0.404 |  77.1000
 5019 | 7.591 |  7.189 |   0.375 |  45.3333
 5020 | 7.466 |  7.474 |   0.409 |  52.0667
 5021 | 7.417 |  7.666 |   0.354 |  88.8000
 5022 | 7.466 |  7.474 |   0.409 |  53.7667
 5023 | 7.604 |  7.238 |   0.366 |  48.7333
 5024 | 7.424 |  7.453 |   0.409 |  51.9333
 5025 | 7.477 |  6.798 |   0.396 |  53.8333
 5026 | 7.401 |  6.958 |   0.345 |  53.7333
 5027 | 7.313 |  7.119 |   0.387 |  45.5000
 5028 | 7.168 |  7.316 |   0.376 |  69.7000
 5029 | 7.168 |  7.316 |   0.376 |  48.7333
 5030 | 7.229 |  7.289 |   0.388 |  82.1000
 5031 | 7.133 |  7.292 |   0.418 |  72.4000
 5032 | 7.278 |  7.012 |   0.415 |  41.3667
 5033 | 7.061 |  6.920 |   0.382 |  57.0000
 5034 | 7.279 |  6.835 |   0.376 |  63.0000
 5035 | 7.092 |  6.771 |   0.392 |  47.0333
 5036 | 6.918 |  6.998 |   0.438 |  53.6667
 5037 | 7.645 |  7.253 |   0.383 |  48.5667
 5038 | 7.788 |  7.433 |   0.348 |  42.9333
 5039 | 8.275 |  7.464 |   0.513 |  46.3667
 5040 | 7.562 |  7.022 |   0.379 |  72.8333
 5041 | 7.593 |  7.352 |   0.411 |  53.7333
 5042 | 7.153 |  7.418 |   0.411 |  83.2000
 5043 | 7.395 |  7.346 |   0.383 |  80.5333
 5044 | 7.499 |  7.264 |   0.424 |  61.0333
 5045 | 7.400 |  7.290 |   0.394 |  69.3333
 5046 | 6.907 |  7.373 |   0.350 |  58.2667
 5047 | 6.933 |  7.189 |   0.332 |  33.8000
 5048 | 7.308 |  6.758 |   0.347 |  48.2000
 5049 | 7.597 |  7.028 |   0.323 |  65.4333
 5050 | 7.349 |  6.797 |   0.382 |  72.2000
 5051 | 7.166 |  6.929 |   0.363 |  48.2000
 5052 | 6.911 |  6.370 |   0.368 |  73.8667
 5053 | 7.450 |  7.047 |   0.352 |  55.3000
 5054 | 7.759 |  7.100 |   0.398 |  80.4333
 5055 | 7.044 |  6.996 |   0.230 |  60.3667
 5056 | 7.473 |  6.888 |   0.354 |  88.9000
 5057 | 7.153 |  6.655 |   0.304 |  55.7333
 5058 | 7.279 |  6.500 |   0.289 |  50.9000
 5059 | 7.384 |  6.840 |   0.414 |  60.1000
 5060 | 7.547 |  5.749 |   0.385 |  67.5000
 5061 | 7.314 |  6.520 |   0.316 |  47.9667
 5062 | 7.477 |  6.155 |   0.288 |  63.9333
 5063 | 7.231 |  6.446 |   0.346 |  62.3667
 5064 | 7.726 |  6.922 |   0.358 |  46.1667
 5065 | 7.726 |  6.922 |   0.358 |  28.7333
 5066 | 6.914 |  6.704 |   0.418 |  46.7000
 5067 | 6.825 |  6.794 |   0.361 |  50.5333
 5068 | 7.119 |  6.859 |   0.385 |  55.3667
 5069 | 6.999 |  6.764 |   0.370 |  61.8333
 5070 | 6.945 |  6.748 |   0.323 |  72.8333
 5071 | 7.461 |  6.884 |   0.345 |  50.4000
 5072 | 6.943 |  6.763 |   0.326 |  57.1000
 5073 | 7.050 |  6.867 |   0.357 |  80.5667
 5074 | 7.917 |  7.005 |   0.328 |  70.4000
 5075 | 7.194 |  6.282 |   0.350 |  53.5000
 5076 | 7.392 |  6.538 |   0.352 |  56.9667
 5077 | 7.392 |  6.538 |   0.352 |  47.6000
 5078 | 7.332 |  6.389 |   0.340 |  48.7333
 5079 | 7.310 |  6.543 |   0.343 |  45.7333
 5080 | 7.174 |  6.927 |   0.337 |  70.4667
 5081 | 7.174 |  6.927 |   0.337 |  95.6333
 5082 | 7.390 |  6.573 |   0.338 |  69.9000
 5083 | 7.203 |  6.814 |   0.339 |  27.4667
 5084 | 7.400 |  6.609 |   0.363 |  69.1000
 5085 | 7.650 |  6.609 |   0.363 |  48.7333
 5086 | 8.731 |  6.385 |   0.458 |  52.5667
 5087 | 7.402 |  6.510 |   0.346 |  52.6000
 5088 | 7.090 |  6.067 |   0.374 |  55.8000
 5089 | 7.929 |  6.934 |   0.338 |  74.0333
 5090 | 7.407 |  6.911 |   0.346 |  43.7000
 5091 | 7.323 |  5.922 |   0.346 | 102.2000
 5092 | 7.797 |  5.295 |   0.342 |  23.6000
 5093 | 7.269 |  6.547 |   0.304 |  48.6667
 5094 | 8.014 |  6.455 |   0.320 |  58.1000
 5095 | 7.313 |  5.937 |   0.315 |  64.3000
 5096 | 7.301 |  6.363 |   0.312 |  37.1000
 5097 | 7.472 |  5.680 |   0.362 |  35.2000
 5098 | 7.312 |  6.061 |   0.318 |  52.1333
 5099 | 7.681 |  5.905 |   0.362 |  42.1000
 5100 | 6.994 |  6.155 |   0.293 |  47.1667
 5101 | 6.997 |  6.117 |   0.327 |  58.7667
 5102 | 7.145 |  6.591 |   0.328 |  58.7000
